date,ndx,vix,irx
19931015,392.45,10.87,3.01
19931018,389.85,11.33,3.02
19931019,382.73,11.61,3.06
19931020,383.93,11.32,3.04
19931021,387.36,11.2,3.05
19931022,388.19,11.48,3.04
19931025,387.4,11.83,3.04
19931026,384.6,11.83,3.08
19931027,390.25,12.01,3.08
19931028,389.24,11.88,3.04
19931029,390.98,11.46,3.03
19931101,395.03,11.78,3.06
19931102,395.32,11.74,3.12
19931103,387.93,13.26,3.08
19931104,377.46,14.68,3.07
19931105,383.64,14.97,3.07
19931108,384.85,14.31,3.06
19931109,385.92,13.94,3.11
19931110,392.98,13.72,3.11
19931111,394.66,13.88,3.11
19931112,395.17,13.33,3.11
19931115,391.12,14.46,3.11
19931116,393.38,15.11,3.09
19931117,385.8,15.57,3.09
19931118,381.74,14.65,3.1
19931119,380.57,15.03,3.11
19931122,373.37,15.9,3.12
19931123,381.22,14.27,3.11
19931124,385.04,13.51,3.11
19931126,386.32,13.77,3.1
19931129,383.18,14.12,3.11
19931130,386.76,13.76,3.14
19931201,392.95,13.83,3.11
19931202,396.17,13.51,3.11
19931203,401.77,12.69,3.11
19931206,399.01,12.84,3.09
19931207,396.98,12.41,3.08
19931208,394.81,12.46,3.08
19931209,387.25,12.43,3.05
19931210,386.96,12.6,3.05
19931213,387.78,10.98,3.04
19931214,382.83,11.13,3.04
19931215,384.95,11.03,3.03
19931216,386.18,10.9,3.02
19931217,389.04,11.08,3.03
19931220,389.72,10.75,3.05
19931221,388.51,10.08,3.07
19931222,388.4,9.31,3.05
19931223,390.32,9.48,3.05
19931227,391.84,9.7,3.06
19931228,394.74,9.82,3.06
19931229,395.38,10.46,3.0
19931230,397.73,10.69,2.98
19931231,398.28,11.66,3.0
19940103,395.53,12.57,3.03
19940104,398.19,11.91,3.08
19940105,401.07,10.94,3.07
19940106,404.21,11.27,3.05
19940107,404.78,10.96,3.01
19940110,408.91,10.74,2.99
19940111,407.85,11.29,2.97
19940112,408.47,11.65,2.95
19940113,408.0,12.08,2.95
19940114,411.75,11.15,2.97
19940117,410.79,11.88,2.97
19940118,410.95,11.63,2.96
19940119,406.38,11.76,2.97
19940120,411.53,11.16,2.94
19940121,411.59,11.09,2.95
19940124,409.23,11.6,2.94
19940125,406.48,11.38,2.93
19940126,407.19,11.17,2.92
19940127,409.93,10.3,2.92
19940128,412.52,9.94,2.94
19940131,413.99,10.63,2.97
19940201,410.22,10.65,3.03
19940202,411.78,10.61,3.06
19940203,410.05,10.75,3.14
19940204,397.48,15.25,3.23
19940207,399.62,13.96,3.22
19940208,401.46,13.66,3.25
19940209,403.91,13.3,3.25
19940210,401.31,14.24,3.26
19940211,401.83,14.46,3.25
19940214,405.11,14.28,3.25
19940215,408.28,13.4,3.27
19940216,408.74,13.13,3.27
19940217,407.39,13.79,3.27
19940218,407.94,14.7,3.28
19940222,410.48,13.52,3.29
19940223,408.91,13.91,3.37
19940224,402.79,15.96,3.36
19940225,406.45,14.8,3.37
19940228,412.17,14.87,3.36
19940301,409.69,15.83,3.49
19940302,408.18,16.08,3.47
19940303,408.17,16.36,3.48
19940304,411.99,16.0,3.53
19940307,415.3,14.26,3.52
19940308,411.97,16.23,3.54
19940309,413.08,14.41,3.53
19940310,409.77,16.55,3.49
19940311,409.43,14.87,3.49
19940314,412.93,16.61,3.52
19940315,412.83,14.78,3.57
19940316,415.31,14.51,3.53
19940317,418.45,12.76,3.47
19940318,417.52,13.32,3.47
19940321,412.99,14.34,3.51
19940322,410.67,13.39,3.54
19940323,410.5,12.31,3.45
19940324,403.92,13.43,3.45
19940325,399.86,13.67,3.48
19940328,393.92,14.9,3.5
19940329,383.0,16.49,3.51
19940330,380.25,18.59,3.49
19940331,382.96,20.45,3.47
19940404,375.42,23.87,3.65
19940405,389.31,18.13,3.66
19940406,388.76,17.38,3.6
19940407,390.97,16.98,3.53
19940408,384.9,16.92,3.55
19940411,383.85,16.61,3.54
19940412,375.46,16.42,3.56
19940413,367.25,17.02,3.56
19940414,365.65,16.27,3.58
19940415,366.29,15.98,3.59
19940418,360.46,17.22,3.69
19940419,357.36,16.93,3.74
19940420,355.38,17.01,3.74
19940421,367.02,14.93,3.74
19940422,369.08,14.94,3.74
19940425,374.79,14.26,3.76
19940426,375.46,13.8,3.88
19940428,372.45,14.51,3.88
19940429,373.25,13.77,3.86
19940502,379.82,14.11,3.91
19940503,377.07,13.81,4.04
19940504,377.53,14.29,4.04
19940505,378.23,14.56,4.02
19940506,374.57,15.08,4.16
19940509,368.0,16.16,4.24
19940510,370.02,15.19,4.24
19940511,365.18,15.55,4.22
19940512,366.64,15.46,4.12
19940513,364.82,14.54,4.11
19940516,360.49,14.67,4.15
19940517,360.5,14.08,4.19
19940518,368.59,12.55,4.19
19940519,371.71,12.33,4.13
19940520,370.37,12.79,4.14
19940523,369.89,13.49,4.16
19940524,377.0,12.73,4.21
19940525,378.24,12.43,4.18
19940526,375.8,12.5,4.15
19940527,376.81,12.49,4.17
19940531,378.85,13.03,4.17
19940601,379.23,12.72,4.18
19940602,380.66,12.73,4.13
19940603,382.78,12.19,4.11
19940606,382.8,13.03,4.085
19940607,379.99,13.05,4.13
19940608,371.0,13.32,4.11
19940609,370.3,13.21,4.11
19940610,374.64,12.69,4.11
19940613,371.88,11.92,4.11
19940614,377.38,11.6,4.1
19940615,377.78,11.52,4.12
19940616,377.8,11.22,4.11
19940617,371.94,12.31,4.11
19940620,367.83,13.96,4.11
19940621,360.98,14.7,4.18
19940622,363.23,14.02,4.18
19940623,353.49,14.12,4.15
19940624,351.76,16.72,4.16
19940627,361.16,15.53,4.14
19940628,362.05,15.04,4.18
19940629,362.73,14.42,4.13
19940630,360.3,14.97,4.14
19940701,360.03,14.36,4.19
19940705,356.91,14.92,4.2
19940706,353.62,14.7,4.29
19940707,359.23,14.01,4.24
19940708,359.31,13.26,4.37
19940711,358.79,13.83,4.42
19940712,361.31,13.4,4.45
19940713,369.14,12.42,4.41
19940714,367.52,11.64,4.3
19940715,367.24,11.28,4.26
19940718,368.18,11.44,4.23
19940719,364.72,11.65,4.25
19940720,359.53,11.7,4.31
19940721,362.21,11.65,4.33
19940722,365.06,11.22,4.37
19940725,366.11,11.46,4.38
19940726,364.01,11.66,4.41
19940727,361.81,11.93,4.45
19940728,362.14,12.03,4.41
19940729,370.16,11.13,4.27
19940801,373.58,11.17,4.28
19940802,372.78,11.27,4.32
19940803,370.48,11.35,4.34
19940804,367.55,12.18,4.32
19940805,367.15,12.34,4.46
19940808,368.89,12.41,4.45
19940809,370.66,12.54,4.45
19940810,373.93,11.91,4.35
19940811,374.49,12.13,4.34
19940812,376.96,11.09,4.36
19940815,377.08,12.06,4.45
19940816,380.53,11.39,4.62
19940817,386.9,11.54,4.56
19940818,385.63,12.07,4.58
19940819,384.12,12.83,4.55
19940822,382.81,12.62,4.54
19940823,386.74,11.75,4.57
19940824,388.44,11.57,4.53
19940825,391.49,12.02,4.55
19940826,399.26,12.19,4.54
19940829,398.44,11.82,4.56
19940830,401.74,11.23,4.59
19940831,397.9,11.97,4.56
19940901,391.61,11.86,4.54
19940902,391.41,11.4,4.56
19940906,393.69,11.69,4.55
19940907,397.05,11.81,4.54
19940908,400.75,11.86,4.54
19940909,394.84,13.12,4.57
19940912,391.67,14.01,4.58
19940913,396.69,13.77,4.6
19940914,397.79,13.09,4.58
19940915,407.1,11.88,4.58
19940916,404.47,12.8,4.62
19940919,403.88,13.06,4.58
19940920,396.85,14.45,4.61
19940921,393.71,14.49,4.81
19940922,393.55,13.89,4.78
19940923,390.2,14.53,4.78
19940926,388.9,14.56,4.77
19940927,389.33,14.13,4.73
19940928,391.97,13.25,4.52
19940929,391.22,13.97,4.56
19940930,393.85,14.28,4.67
19941003,392.72,15.44,4.72
19941004,382.71,16.66,4.94
19941005,386.99,15.92,4.96
19941006,382.85,16.24,4.95
19941007,387.36,14.92,4.87
19941010,392.85,14.72,4.87
19941011,400.29,13.55,4.86
19941012,399.85,14.51,4.98
19941013,399.86,14.9,4.9
19941014,398.8,13.32,4.85
19941017,396.85,14.76,4.85
19941018,398.0,14.59,4.89
19941019,403.73,15.13,4.91
19941020,402.99,15.99,5.0
19941021,400.52,15.91,5.0
19941024,398.79,16.97,5.02
19941025,398.48,16.13,5.05
19941026,403.83,15.7,5.0
19941027,405.62,15.67,4.97
19941028,411.84,14.56,5.01
19941031,413.05,14.56,5.02
19941101,410.06,14.84,5.08
19941102,408.91,15.34,5.08
19941103,408.17,15.58,5.09
19941104,401.46,16.75,5.17
19941107,400.19,17.37,5.22
19941108,407.44,16.3,5.23
19941109,408.32,16.42,5.18
19941110,406.12,16.0,5.22
19941111,404.78,16.5,5.23
19941114,412.17,16.68,5.29
19941115,411.78,16.66,5.36
19941116,412.72,15.56,5.37
19941117,410.98,15.91,5.35
19941118,412.43,16.0,5.34
19941121,409.28,16.13,5.34
19941122,397.93,17.24,5.34
19941123,397.17,18.41,5.29
19941125,401.17,17.44,5.28
19941128,403.82,16.83,5.37
19941129,409.1,16.15,5.52
19941130,404.82,15.95,5.55
19941201,397.66,16.69,5.55
19941202,402.04,16.55,5.62
19941205,402.71,16.1,5.79
19941206,399.98,16.05,5.78
19941207,395.75,16.28,5.7
19941208,386.3,18.15,5.67
19941209,388.63,16.04,5.65
19941212,388.88,15.46,5.72
19941213,387.53,14.48,5.78
19941214,391.65,13.03,5.66
19941215,393.7,12.87,5.53
19941216,392.01,12.79,5.54
19941219,390.42,13.02,5.55
19941220,390.61,12.98,5.47
19941221,397.8,12.05,5.41
19941222,399.8,12.42,5.45
19941223,401.15,11.82,5.52
19941227,404.03,12.07,5.52
19941228,400.26,12.81,5.51
19941229,406.31,12.86,5.5
19941230,404.27,13.2,5.53
19950103,398.0,14.25,5.52
19950104,399.65,13.53,5.69
19950105,398.02,13.5,5.71
19950106,401.59,13.13,5.74
19950109,403.53,13.33,5.75
19950110,407.57,12.52,5.74
19950111,407.1,12.15,5.65
19950112,407.32,12.83,5.61
19950113,410.48,11.1,5.56
19950116,413.65,11.14,5.56
19950117,416.89,11.79,5.61
19950118,419.26,11.57,5.72
19950119,417.83,11.86,5.71
19950120,410.13,12.15,5.74
19950123,411.89,12.79,5.75
19950124,413.6,11.94,5.8
19950125,410.87,11.46,5.77
19950126,406.5,11.25,5.76
19950127,407.22,11.25,5.75
19950130,401.71,12.26,5.72
19950131,405.33,11.96,5.84
19950201,407.06,11.73,5.88
19950202,411.15,11.13,5.84
19950203,416.14,10.98,5.79
19950206,420.93,11.22,5.79
19950207,420.57,11.17,5.8
19950208,425.66,11.42,5.76
19950209,426.43,11.63,5.77
19950210,430.77,11.28,5.8
19950213,428.77,11.41,5.78
19950214,429.81,11.43,5.79
19950215,432.49,11.52,5.76
19950216,430.86,11.61,5.68
19950217,425.66,11.71,5.69
19950221,424.82,12.05,5.73
19950222,429.21,11.39,5.68
19950223,431.03,11.15,5.7
19950224,428.42,10.84,5.72
19950227,424.75,12.51,5.72
19950228,432.5,11.75,5.75
19950301,429.8,11.65,5.75
19950302,431.68,12.02,5.74
19950303,436.68,11.45,5.71
19950306,437.24,12.17,5.74
19950307,432.12,14.22,5.78
19950308,437.01,13.72,5.77
19950309,437.02,13.36,5.73
19950310,441.76,12.38,5.76
19950313,440.82,12.15,5.74
19950314,446.27,12.1,5.74
19950315,443.57,12.42,5.74
19950316,444.68,11.95,5.73
19950317,443.94,11.8,5.73
19950320,446.61,11.34,5.72
19950321,447.13,11.53,5.73
19950322,447.13,11.29,5.72
19950323,448.82,11.43,5.69
19950324,455.43,11.19,5.66
19950327,457.12,11.83,5.66
19950328,460.54,11.33,5.69
19950329,451.87,12.51,5.66
19950330,448.42,12.62,5.68
19950331,447.15,13.37,5.7
19950403,448.49,13.5,5.69
19950404,441.86,12.62,5.72
19950405,444.66,12.96,5.69
19950406,439.92,12.81,5.65
19950407,444.01,12.85,5.67
19950410,449.36,12.79,5.65
19950411,453.33,12.73,5.65
19950412,456.98,12.04,5.64
19950413,458.93,11.48,5.59
19950417,457.06,12.33,5.6
19950418,453.43,12.96,5.6
19950419,447.06,13.09,5.6
19950420,449.01,12.1,5.59
19950421,451.34,11.86,5.61
19950424,456.41,11.92,5.62
19950425,459.1,12.41,5.66
19950426,463.03,12.28,5.67
19950427,465.34,11.93,5.68
19950428,469.56,11.75,5.69
19950501,466.05,12.14,5.7
19950502,465.38,11.88,5.69
19950503,474.93,11.69,5.65
19950504,474.1,12.64,5.58
19950505,470.3,12.06,5.56
19950508,476.78,12.22,5.57
19950509,476.0,12.75,5.62
19950510,472.88,13.08,5.63
19950511,479.57,12.98,5.66
19950512,483.19,11.84,5.69
19950515,486.34,12.38,5.69
19950516,491.04,12.2,5.69
19950517,494.69,12.36,5.67
19950518,488.02,13.13,5.69
19950519,489.87,12.81,5.68
19950522,495.09,11.68,5.72
19950523,503.12,11.55,5.72
19950524,500.5,11.26,5.69
19950525,501.66,11.63,5.66
19950526,496.06,12.2,5.66
19950530,482.08,12.52,5.64
19950531,488.1,12.85,5.63
19950601,490.96,12.21,5.51
19950602,492.65,12.98,5.42
19950605,500.81,13.45,5.51
19950606,495.12,13.0,5.53
19950607,497.15,12.84,5.56
19950608,500.86,12.89,5.59
19950609,500.41,12.76,5.59
19950612,501.69,11.91,5.56
19950613,505.32,11.29,5.44
19950614,506.09,11.29,5.44
19950615,511.99,11.23,5.47
19950616,517.57,10.75,5.49
19950619,530.53,11.21,5.46
19950620,539.55,11.16,5.48
19950621,535.52,11.32,5.43
19950622,546.06,11.44,5.36
19950623,544.66,11.12,5.37
19950626,536.49,11.8,5.37
19950627,527.84,12.37,5.37
19950628,530.65,11.74,5.4
19950629,536.21,11.59,5.5
19950630,538.03,11.38,5.43
19950703,538.97,11.57,5.44
19950705,543.39,12.1,5.5
19950706,553.87,11.52,5.37
19950707,567.56,11.77,5.36
19950710,573.56,12.19,5.35
19950711,563.98,12.25,5.38
19950712,579.71,12.31,5.38
19950713,583.25,12.56,5.38
19950714,589.85,12.08,5.43
19950717,596.91,12.26,5.44
19950718,578.46,12.68,5.44
19950719,547.12,13.49,5.41
19950720,550.33,12.78,5.43
19950721,547.78,12.37,5.43
19950724,562.64,12.55,5.44
19950725,572.71,12.77,5.44
19950726,576.84,13.18,5.45
19950727,584.25,13.18,5.4
19950728,574.18,13.18,5.41
19950731,568.88,13.49,5.42
19950801,559.21,13.56,5.44
19950802,551.56,13.66,5.41
19950803,553.06,13.78,5.41
19950804,560.58,13.21,5.4
19950807,563.65,13.1,5.39
19950808,565.71,13.06,5.38
19950809,575.49,12.75,5.38
19950810,569.75,13.0,5.39
19950811,575.64,12.9,5.42
19950814,584.73,13.24,5.42
19950815,584.05,12.35,5.46
19950816,596.43,12.45,5.42
19950817,596.28,12.13,5.43
19950818,595.52,12.03,5.43
19950821,578.89,13.42,5.43
19950822,589.25,12.6,5.45
19950823,591.32,13.17,5.43
19950824,583.16,12.94,5.34
19950825,580.1,12.33,5.34
19950828,566.05,12.48,5.31
19950829,566.82,12.65,5.33
19950830,572.83,12.03,5.3
19950831,576.77,11.52,5.27
19950901,573.21,11.29,5.27
19950905,595.36,11.65,5.29
19950906,594.12,11.65,5.32
19950907,599.14,11.85,5.34
19950908,604.27,11.16,5.35
19950911,609.75,11.51,5.34
19950912,605.99,11.46,5.3
19950913,607.7,11.35,5.3
19950914,604.12,11.1,5.27
19950915,589.01,11.58,5.29
19950918,591.13,12.34,5.28
19950919,601.02,12.67,5.19
19950920,603.19,12.35,5.17
19950921,594.85,12.5,5.23
19950922,592.64,12.46,5.2
19950925,587.93,13.22,5.24
19950926,580.77,12.9,5.28
19950927,576.22,12.9,5.26
19950928,595.44,12.46,5.26
19950929,585.08,12.74,5.24
19951002,573.87,13.95,5.25
19951003,573.16,14.5,5.34
19951004,558.99,14.86,5.31
19951005,572.75,15.74,5.27
19951006,567.42,13.98,5.29
19951009,546.93,14.85,5.29
19951010,550.76,14.97,5.27
19951011,564.33,14.57,5.3
19951012,573.1,14.24,5.29
19951013,570.0,13.67,5.29
19951016,568.46,14.62,5.32
19951017,589.43,14.03,5.27
19951018,597.97,14.05,5.24
19951019,601.26,13.55,5.24
19951020,591.88,13.46,5.26
19951023,593.27,14.17,5.27
19951024,594.23,13.85,5.21
19951025,584.33,14.49,5.22
19951026,582.47,15.59,5.22
19951027,593.53,14.63,5.24
19951030,607.1,14.26,5.27
19951031,598.78,13.83,5.31
19951101,600.91,13.41,5.32
19951102,614.69,13.19,5.31
19951103,621.71,12.26,5.31
19951106,615.72,12.74,5.34
19951107,596.23,13.05,5.37
19951108,598.72,12.16,5.35
19951109,616.95,12.46,5.39
19951110,613.61,12.97,5.41
19951113,608.32,13.2,5.42
19951114,591.68,13.38,5.38
19951115,593.48,12.95,5.39
19951116,591.7,12.57,5.34
19951117,588.81,12.49,5.34
19951120,571.67,12.37,5.35
19951121,574.22,11.74,5.35
19951122,569.04,11.81,5.35
19951124,578.32,11.87,5.32
19951127,573.91,12.43,5.33
19951128,598.0,11.57,5.36
19951129,599.58,11.65,5.34
19951130,593.72,11.58,5.32
19951201,587.02,11.11,5.29
19951204,598.0,10.66,5.31
19951205,591.23,11.65,5.3
19951206,589.98,12.7,5.31
19951207,587.13,12.74,5.34
19951208,599.38,11.12,5.35
19951211,596.11,11.06,5.32
19951212,585.04,10.63,5.25
19951213,587.54,10.36,5.26
19951214,566.29,11.07,5.26
19951215,563.28,11.44,5.21
19951218,548.04,14.55,5.2
19951219,575.01,13.16,5.07
19951220,565.15,12.2,5.0
19951221,580.76,10.77,4.91
19951222,585.18,11.51,4.88
19951226,585.09,11.49,4.86
19951227,580.37,11.98,4.9
19951228,571.96,12.25,4.83
19951229,576.23,12.52,4.96
19960102,585.94,12.19,4.97
19960103,572.29,12.1,5.05
19960104,563.48,13.78,5.03
19960105,565.14,13.58,5.04
19960108,563.15,13.11,5.03
19960109,534.42,15.21,5.01
19960110,535.29,16.4,5.04
19960111,555.2,14.69,5.03
19960112,552.71,14.23,5.02
19960115,534.44,14.99,5.02
19960116,546.05,14.09,5.0
19960117,545.51,14.25,4.99
19960118,554.32,13.58,4.95
19960119,564.64,12.7,4.96
19960122,571.25,13.34,4.98
19960123,567.35,13.56,4.97
19960124,582.14,12.54,4.98
19960125,572.26,12.94,4.97
19960126,577.05,12.0,4.97
19960129,576.23,12.19,5.0
19960130,583.99,12.42,4.99
19960131,591.82,12.53,4.91
19960201,601.88,12.65,4.89
19960202,601.42,13.23,4.84
19960205,615.47,13.46,4.87
19960206,619.2,14.59,4.84
19960207,615.07,14.11,4.8
19960208,623.8,13.89,4.78
19960209,623.01,14.63,4.79
19960212,625.29,14.69,4.79
19960213,618.54,14.94,4.79
19960214,617.59,15.59,4.8
19960215,620.23,16.13,4.77
19960216,619.04,15.37,4.76
19960220,616.83,16.8,4.83
19960221,627.28,14.47,4.82
19960222,643.41,14.56,4.8
19960223,642.59,14.78,4.83
19960226,637.92,16.38,4.85
19960227,631.1,16.63,4.88
19960228,631.44,16.72,4.88
19960229,622.83,17.04,4.88
19960301,604.76,16.72,4.86
19960304,601.5,16.67,4.88
19960305,615.88,16.1,4.89
19960306,607.84,16.56,4.89
19960307,609.55,16.49,4.89
19960308,591.71,20.7,4.91
19960311,605.48,19.4,4.95
19960312,599.02,19.09,4.95
19960313,614.75,18.13,4.96
19960314,610.56,16.93,4.97
19960315,621.71,16.54,5.0
19960318,633.26,17.31,5.03
19960319,629.39,18.35,5.03
19960320,615.26,18.66,5.03
19960321,611.51,17.74,4.94
19960322,612.88,17.05,4.97
19960325,597.82,17.84,4.93
19960326,602.08,17.8,5.0
19960327,608.06,17.89,5.02
19960328,608.08,18.16,5.05
19960329,609.69,18.88,5.0
19960401,612.99,17.9,5.03
19960402,615.81,16.45,5.02
19960403,618.57,16.33,5.0
19960404,618.0,16.18,4.98
19960408,610.61,18.72,5.02
19960409,611.06,17.32,4.98
19960410,609.11,20.22,4.95
19960411,604.07,19.65,4.94
19960412,605.05,17.38,4.93
19960415,611.08,16.83,4.87
19960416,625.94,16.45,4.82
19960417,620.71,17.07,4.83
19960418,633.44,16.41,4.85
19960419,633.01,15.12,4.88
19960422,644.29,15.38,4.88
19960423,654.49,15.01,4.96
19960424,664.01,14.91,5.0
19960425,666.68,14.72,4.97
19960426,666.65,14.75,4.97
19960429,667.0,15.45,5.0
19960430,666.73,15.83,5.01
19960501,673.36,16.07,4.97
19960502,656.73,18.62,4.99
19960503,661.07,16.7,5.0
19960506,662.93,16.92,4.99
19960507,660.82,16.87,5.01
19960508,663.53,15.78,4.99
19960509,662.54,16.99,4.99
19960510,672.54,15.61,4.99
19960513,688.52,15.16,5.02
19960514,695.43,14.9,5.01
19960515,690.16,15.59,5.0
19960516,695.25,15.71,5.0
19960517,690.81,15.13,5.01
19960520,693.27,15.8,5.01
19960521,687.86,16.0,5.04
19960522,688.43,15.5,5.04
19960523,692.09,16.17,5.04
19960524,688.91,15.54,5.03
19960528,685.07,16.92,5.04
19960529,677.09,17.15,5.03
19960530,684.04,16.02,5.04
19960531,692.39,16.07,5.04
19960603,689.25,16.86,5.08
19960604,692.59,16.18,5.08
19960605,699.35,16.04,5.08
19960606,687.01,16.84,5.07
19960607,691.46,16.1,5.12
19960610,688.84,16.78,5.14
19960611,690.94,16.68,5.13
19960612,697.16,17.0,5.12
19960613,691.84,17.12,5.09
19960614,681.13,18.64,5.07
19960617,678.44,17.46,5.05
19960618,666.07,17.45,5.07
19960619,667.72,17.54,5.09
19960620,664.45,16.97,5.12
19960621,672.53,15.8,5.12
19960624,677.17,15.91,5.12
19960625,668.04,15.43,5.09
19960626,659.69,15.23,5.1
19960627,671.15,14.19,5.05
19960628,677.3,13.68,5.03
19960701,687.07,13.78,5.07
19960702,680.17,14.19,5.18
19960703,673.84,14.21,5.11
19960705,657.68,16.09,5.15
19960708,656.0,16.42,5.16
19960709,660.76,15.49,5.19
19960710,657.45,15.51,5.15
19960711,635.78,17.81,5.11
19960712,635.06,17.09,5.14
19960715,606.89,20.11,5.15
19960716,614.25,20.1,5.11
19960717,631.3,19.22,5.12
19960718,643.74,17.93,5.11
19960719,633.05,17.26,5.14
19960722,624.03,20.41,5.15
19960723,598.34,21.55,5.16
19960724,605.05,21.44,5.16
19960725,620.39,19.39,5.15
19960726,633.39,17.45,5.15
19960729,620.51,20.09,5.21
19960730,630.32,20.53,5.19
19960731,636.01,19.46,5.18
19960801,651.07,18.76,5.1
19960802,667.84,16.19,5.06
